,,,,,,,,Total for 881623439847,,,,,,,,,,,$44.44,,,,
,,881623439848,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,7.33,,,$5.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
PO Number,,MSISDN,,,Product Code,,,Description,,,,Rate,,,,Quantity,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
10/09/2020",,881623439848,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,12.00,,,$19.80,,,,
,,,,,,,,Total for 881623439848,,,,,,,,,,,$40.74,,,,
,,881623439849,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623439849,,,,,,,,,,,$15.44,,,,
,,881623439851,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,8.00,,,$6.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,26.67,,,$44.00,,,,
,,,,,,,,Total for 881623439851,,,,,,,,,,,$65.44,,,,
,,881623439941,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,14.33,,,$10.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,13.00,,,$21.45,,,,
,,,,,,,,Total for 881623439941,,,,,,,,,,,$47.64,,,,
,,881623439944,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,11.00,,,$8.25,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,6.00,,,$9.90,,,,
,,,,,,,,Total for 881623439944,,,,,,,,,,,$33.59,,,,
,,881623439945,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,15.00,,,$11.25,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,11.67,,,$19.25,,,,
,,,,,,,,Total for 881623439945,,,,,,,,,,,$45.94,,,,
,,881623439946,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,12.67,,,$9.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,6.33,,,$10.45,,,,
,,,,,,,,Total for 881623439946,,,,,,,,,,,$35.39,,,,
,,881623439947,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,5.33,,,$4.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,19.67,,,$32.45,,,,
,,,,,,,,Total for 881623439947,,,,,,,,,,,$51.89,,,,
,,881623439949,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,16.67,,,$12.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,12.67,,,$20.90,,,,
,,,,,,,,Total for 881623439949,,,,,,,,,,,$48.84,,,,
,,881623444050,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,10.67,,,$8.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
PO Number,,MSISDN,,,Product Code,,,Description,,,,Rate,,,,Quantity,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
10/09/2020",,881623444050,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,25.67,,,$42.35,,,,
,,,,,,,,Total for 881623444050,,,,,,,,,,,$65.79,,,,
,,881623444051,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,21.00,,,$15.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,11.33,,,$18.70,,,,
,,,,,,,,Total for 881623444051,,,,,,,,,,,$49.89,,,,
,,881623444100,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444100,,,,,,,,,,,$15.44,,,,
,,881623444101,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444101,,,,,,,,,,,$15.44,,,,
,,881623444112,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,439.67,,,$329.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444112,,,,,,,,,,,$345.19,,,,
,,881623444129,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444129,,,,,,,,,,,$15.44,,,,
,,881623444131,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,16.33,,,$12.25,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,30.00,,,$49.50,,,,
,,,,,,,,Total for 881623444131,,,,,,,,,,,$77.19,,,,
,,881623444135,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,9.67,,,$7.25,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,19.67,,,$32.45,,,,
,,,,,,,,Total for 881623444135,,,,,,,,,,,$55.14,,,,
,,881623444137,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,8.67,,,$6.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,18.00,,,$29.70,,,,
,,,,,,,,Total for 881623444137,,,,,,,,,,,$51.64,,,,
,,881623444138,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444138,,,,,,,,,,,$15.44,,,,
,,881623444140,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444140,,,,,,,,,,,$15.44,,,,
,,881623444166,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,17.33,,,$13.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,12.33,,,$20.35,,,,
,,,,,,,,Total for 881623444166,,,,,,,,,,,$48.79,,,,
PO Number,,MSISDN,,,Product Code,,,Description,,,,Rate,,,,Quantity,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
10/09/2020",,881623444168,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,9.67,,,$7.25,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,11.00,,,$18.15,,,,
,,,,,,,,Total for 881623444168,,,,,,,,,,,$40.84,,,,
,,881623444169,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,12.00,,,$9.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,6.00,,,$9.90,,,,
,,,,,,,,Total for 881623444169,,,,,,,,,,,$34.34,,,,
,,881623444171,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,19.33,,,$14.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,24.33,,,$40.15,,,,
,,,,,,,,Total for 881623444171,,,,,,,,,,,$70.09,,,,
,,881623444192,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,22.00,,,$16.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444192,,,,,,,,,,,$31.94,,,,
,,881623444203,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444203,,,,,,,,,,,$15.44,,,,
,,881623444498,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,54.67,,,$41.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444498,,,,,,,,,,,$56.44,,,,
,,881623444499,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444499,,,,,,,,,,,$15.44,,,,
,,881623444500,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,32.00,,,$24.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444500,,,,,,,,,,,$39.44,,,,
,,881623444512,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,52.67,,,$39.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444512,,,,,,,,,,,$54.94,,,,
,,881623444618,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444618,,,,,,,,,,,$15.44,,,,
,,881623444619,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623444619,,,,,,,,,,,$15.44,,,,
,,881623463894,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623463894,,,,,,,,,,,$15.44,,,,
,,881623463895,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881623463895,,,,,,,,,,,$15.44,,,,
,,881631433603,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631433603,,,,,,,,,,,$15.44,,,,
PO Number,,MSISDN,,,Product Code,,,Description,,,,Rate,,,,Quantity,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
10/09/2020",,881631436836,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,11.67,,,$8.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,7.33,,,$12.10,,,,
,,,,,,,,Total for 881631436836,,,,,,,,,,,$36.29,,,,
,,881631436841,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,24.00,,,$18.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,11.00,,,$18.15,,,,
,,,,,,,,Total for 881631436841,,,,,,,,,,,$51.59,,,,
,,881631436843,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,12.67,,,$9.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631436843,,,,,,,,,,,$24.94,,,,
,,881631436844,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,16.33,,,$12.25,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,0.67,,,$1.10,,,,
,,,,,,,,Total for 881631436844,,,,,,,,,,,$28.79,,,,
,,881631436845,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,23.67,,,$17.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,18.00,,,$29.70,,,,
,,,,,,,,Total for 881631436845,,,,,,,,,,,$62.89,,,,
,,881631436847,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631436847,,,,,,,,,,,$15.44,,,,
,,881631436856,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,13.67,,,$10.25,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,6.67,,,$11.00,,,,
,,,,,,,,Total for 881631436856,,,,,,,,,,,$36.69,,,,
,,881631437407,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,8.00,,,$6.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,16.00,,,$26.40,,,,
,,,,,,,,Total for 881631437407,,,,,,,,,,,$47.84,,,,
,,881631437412,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,8.67,,,$6.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,12.67,,,$20.90,,,,
,,,,,,,,Total for 881631437412,,,,,,,,,,,$42.84,,,,
,,881631437416,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,15.67,,,$11.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
PO Number,,MSISDN,,,Product Code,,,Description,,,,Rate,,,,Quantity,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
10/09/2020",,881631437416,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,8.00,,,$13.20,,,,
,,,,,,,,Total for 881631437416,,,,,,,,,,,$40.39,,,,
,,881631437417,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,9.00,,,$6.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,20.00,,,$33.00,,,,
,,,,,,,,Total for 881631437417,,,,,,,,,,,$55.19,,,,
,,881631437419,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,9.33,,,$7.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,16.33,,,$26.95,,,,
,,,,,,,,Total for 881631437419,,,,,,,,,,,$49.39,,,,
,,881631437420,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631437420,,,,,,,,,,,$15.44,,,,
,,881631437432,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,12.00,,,$9.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,7.00,,,$11.55,,,,
,,,,,,,,Total for 881631437432,,,,,,,,,,,$35.99,,,,
,,881631437434,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,10.33,,,$7.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,6.00,,,$9.90,,,,
,,,,,,,,Total for 881631437434,,,,,,,,,,,$33.09,,,,
,,881631437436,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,10.00,,,$7.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,14.67,,,$24.20,,,,
,,,,,,,,Total for 881631437436,,,,,,,,,,,$47.14,,,,
,,881631438162,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,14.00,,,$10.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631438162,,,,,,,,,,,$25.94,,,,
,,881631438163,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,11.33,,,$8.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631438163,,,,,,,,,,,$23.94,,,,
,,881631438176,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,6.33,,,$4.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,12.67,,,$20.90,,,,
,,,,,,,,Total for 881631438176,,,,,,,,,,,$41.09,,,,
PO Number,,MSISDN,,,Product Code,,,Description,,,,Rate,,,,Quantity,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
10/09/2020",,881631438177,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,15.67,,,$11.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,10.33,,,$17.05,,,,
,,,,,,,,Total for 881631438177,,,,,,,,,,,$44.24,,,,
,,881631438181,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,7.67,,,$5.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,4.33,,,$7.15,,,,
,,,,,,,,Total for 881631438181,,,,,,,,,,,$28.34,,,,
,,881631438189,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631438189,,,,,,,,,,,$15.44,,,,
,,881631438190,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,4.00,,,$3.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,19.33,,,$31.90,,,,
,,,,,,,,Total for 881631438190,,,,,,,,,,,$50.34,,,,
,,881631438198,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,17.33,,,$13.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631438198,,,,,,,,,,,$28.44,,,,
,,881631438253,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,10.33,,,$7.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,6.00,,,$9.90,,,,
,,,,,,,,Total for 881631438253,,,,,,,,,,,$33.09,,,,
,,881631438524,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,5.33,,,$4.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,18.00,,,$29.70,,,,
,,,,,,,,Total for 881631438524,,,,,,,,,,,$49.14,,,,
,,881631438532,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,11.33,,,$8.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,13.00,,,$21.45,,,,
,,,,,,,,Total for 881631438532,,,,,,,,,,,$45.39,,,,
,,881631438558,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,6.00,,,$4.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,11.33,,,$18.70,,,,
,,,,,,,,Total for 881631438558,,,,,,,,,,,$38.64,,,,
,,881631438559,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,324.00,,,$243.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
PO Number,,MSISDN,,,Product Code,,,Description,,,,Rate,,,,Quantity,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
10/09/2020",,881631438559,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,168.00,,,$277.20,,,,
,,,,,,,,Total for 881631438559,,,,,,,,,,,$535.64,,,,
,,881631438614,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631438614,,,,,,,,,,,$15.44,,,,
,,881631438615,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,47.33,,,$35.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631438615,,,,,,,,,,,$50.94,,,,
,,881631438892,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,4.00,,,$3.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,17.00,,,$28.05,,,,
,,,,,,,,Total for 881631438892,,,,,,,,,,,$46.49,,,,
,,881631438894,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,11.00,,,$8.25,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,5.67,,,$9.35,,,,
,,,,,,,,Total for 881631438894,,,,,,,,,,,$33.04,,,,
,,881631438896,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,9.00,,,$6.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,14.00,,,$23.10,,,,
,,,,,,,,Total for 881631438896,,,,,,,,,,,$45.29,,,,
,,881631438899,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,10.67,,,$8.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,6.33,,,$10.45,,,,
,,,,,,,,Total for 881631438899,,,,,,,,,,,$33.89,,,,
,,881631438901,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,14.00,,,$10.50,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,11.00,,,$18.15,,,,
,,,,,,,,Total for 881631438901,,,,,,,,,,,$44.09,,,,
,,881631438902,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,7.67,,,$5.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,4.00,,,$6.60,,,,
,,,,,,,,Total for 881631438902,,,,,,,,,,,$27.79,,,,
,,881631438903,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,8.00,,,$6.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,26.67,,,$44.00,,,,
,,,,,,,,Total for 881631438903,,,,,,,,,,,$65.44,,,,
PO Number,,MSISDN,,,Product Code,,,Description,,,,Rate,,,,Quantity,,,Amount,,,,
"1305M319FNRMA
0221 P20001
10/11/2019 -
10/09/2020",,881631438906,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,4.00,,,$3.00,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,90536-90107,,,Iridium to PSTN Voice and Data Call,,,,$1.65,,,,14.33,,,$23.65,,,,
,,,,,,,,Total for 881631438906,,,,,,,,,,,$42.09,,,,
,,881631438907,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631438907,,,,,,,,,,,$15.44,,,,
,,881631438964,,,90190-90098,,,Iridium RUDICS   Circuit Switched Data Call,,,,$0.75,,,,5.00,,,$3.75,,,,
,,,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631438964,,,,,,,,,,,$19.19,,,,
,,881631438965,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
,,,,,,,,Total for 881631438965,,,,,,,,,,,$15.44,,,,
,,881631438970,,,90190-90101,,,Iridium Subscription Fee,,,,$15.44,,,,1.00,,,$15.44,,,,
