,,12/24/2020 10:18:16 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/24/2020 11:19:28 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/24/2020 12:20:16 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/24/2020 1:21:16 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/24/2020 2:22:23 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/24/2020 3:24:10 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/24/2020 4:25:48 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
MSISDN,,Call Date,,,,Description,,,,,Rate,,,,Quantity,,,Amount,,,,,
PO Number,,,,,,,,,,,,,,,,,,,,,,,
000000000131,,12/24/2020 5:27:27 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,
,,12/24/2020 6:28:18 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,
,,12/24/2020 7:29:21 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/24/2020 8:30:18 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/24/2020 9:31:14 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/24/2020 10:32:20 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/24/2020 11:33:42 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/25/2020 12:34:16 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/25/2020 1:35:18 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 2:36:41 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 3:37:23 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 4:38:34 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 5:39:18 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 6:40:25 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/25/2020 7:41:23 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 8:42:16 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/25/2020 9:43:19 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 10:45:00 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 11:46:20 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 12:47:17 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 1:48:18 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 2:49:19 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/25/2020 3:50:18 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/25/2020 4:51:18 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 5:52:41 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 6:53:31 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 7:54:38 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/25/2020 8:56:13 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 9:57:26 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/25/2020 10:58:22 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/25/2020 11:59:29 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 1:00:15 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 2:01:16 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 3:02:43 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 4:03:14 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 5:04:16 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 6:05:44 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 7:06:16 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/26/2020 8:07:13 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/26/2020 9:10:28 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 10:11:33 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 11:12:22 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 12:13:26 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 1:14:25 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 2:15:13 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 3:16:23 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 4:17:14 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 5:18:21 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 6:19:19 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/26/2020 7:20:23 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/26/2020 8:21:34 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
MSISDN,,Call Date,,,,Description,,,,,Rate,,,,Quantity,,,Amount,,,,,
PO Number,,,,,,,,,,,,,,,,,,,,,,,
000000000131,,12/26/2020 9:22:20 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,
,,12/26/2020 10:24:27 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,
,,12/26/2020 11:25:23 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 12:26:19 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 1:27:16 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 2:28:15 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/27/2020 3:29:24 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 4:30:32 AM,,,,SBD Usage,,,,,$1.05,,,,39.00,,,$0.04,,,,,
,,12/27/2020 5:31:23 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 6:32:21 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 7:33:27 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 8:34:21 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 9:35:23 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/27/2020 10:36:13 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 11:37:22 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 12:38:16 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/27/2020 1:39:34 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 2:40:44 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/27/2020 3:42:09 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 4:43:17 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 5:44:25 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 6:45:34 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 7:46:24 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 8:47:14 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 9:48:21 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 10:49:18 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/27/2020 11:50:47 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 12:52:12 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 1:53:13 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 2:54:21 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 3:55:48 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 4:56:40 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 5:57:17 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 6:58:21 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 7:59:15 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 9:00:11 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 10:01:18 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 11:02:16 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 12:03:33 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/28/2020 1:05:04 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/28/2020 2:06:23 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 3:07:21 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 4:08:50 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 5:09:12 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 6:10:21 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 7:11:21 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 8:12:23 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/28/2020 9:13:40 PM,,,,SBD Usage,,,,,$1.05,,,,39.00,,,$0.04,,,,,
,,12/28/2020 10:14:13 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/28/2020 11:15:17 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 12:18:32 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
MSISDN,,Call Date,,,,Description,,,,,Rate,,,,Quantity,,,Amount,,,,,
PO Number,,,,,,,,,,,,,,,,,,,,,,,
000000000131,,12/29/2020 1:19:21 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2020 2:20:30 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2020 3:21:26 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 4:22:13 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 5:23:17 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 6:24:21 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 7:25:46 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 8:26:24 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 9:27:48 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 10:28:19 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 11:29:15 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 12:30:16 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 1:31:17 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 2:32:14 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 3:33:35 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 4:34:29 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/29/2020 5:35:21 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 6:37:16 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 7:38:26 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 8:39:26 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 9:40:20 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 10:41:31 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/29/2020 11:42:31 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/30/2020 12:43:26 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/30/2020 1:44:43 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 2:45:23 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 3:46:16 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 4:47:24 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/30/2020 5:48:15 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 6:49:41 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 7:50:51 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 8:51:21 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 9:52:22 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 10:53:16 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/30/2020 11:54:23 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/30/2020 12:55:28 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 1:56:20 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 2:57:15 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/30/2020 3:58:15 PM,,,,SBD Usage,,,,,$1.05,,,,39.00,,,$0.04,,,,,
,,12/30/2020 5:00:48 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 6:01:31 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 7:02:35 PM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/30/2020 8:03:13 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 9:04:14 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 10:05:16 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/30/2020 11:06:22 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 12:07:18 AM,,,,SBD Usage,,,,,$1.05,,,,40.00,,,$0.04,,,,,
,,12/31/2020 1:08:15 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 2:09:24 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 3:10:48 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 4:11:14 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
MSISDN,,Call Date,,,,Description,,,,,Rate,,,,Quantity,,,Amount,,,,,
PO Number,,,,,,,,,,,,,,,,,,,,,,,
000000000131,,12/31/2020 5:12:19 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2020 6:13:24 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2020 7:14:17 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 8:15:14 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 9:16:37 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 10:18:20 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 11:19:20 AM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 12:20:41 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 1:21:16 PM,,,,SBD Usage,,,,,$1.05,,,,39.00,,,$0.04,,,,,
,,12/31/2020 2:22:24 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 3:23:11 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 4:24:16 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 5:25:20 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 6:26:24 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 7:27:16 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 8:28:41 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 9:29:20 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 10:30:22 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,12/31/2020 11:31:52 PM,,,,SBD Usage,,,,,$1.05,,,,41.00,,,$0.04,,,,,
,,Total for 000000000131,,,,,,,,,,,,,,,,$29.24,,,,,
000000000137,,12/6/2020 12:04:23 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,
,,12/7/2020 12:04:16 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,
,,12/7/2020 12:09:40 AM,,,,SBD Usage,,,,,$1.05,,,,26.00,,,$0.03,,,,,
,,12/9/2020 12:02:39 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/9/2020 12:22:23 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/9/2020 12:40:24 AM,,,,SBD Usage,,,,,$1.05,,,,26.00,,,$0.03,,,,,
,,12/10/2020 12:03:17 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/10/2020 12:21:28 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/12/2020 12:02:31 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/12/2020 12:15:19 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/12/2020 12:20:45 AM,,,,SBD Usage,,,,,$1.05,,,,26.00,,,$0.03,,,,,
,,12/13/2020 12:03:15 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/13/2020 12:03:30 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/14/2020 12:03:35 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/14/2020 12:03:49 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/15/2020 12:02:38 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/15/2020 12:02:50 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/16/2020 12:03:14 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/16/2020 12:15:26 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/17/2020 12:03:47 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/17/2020 12:04:02 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/18/2020 12:02:31 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/18/2020 12:02:41 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/19/2020 12:03:02 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/19/2020 12:03:40 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/20/2020 12:03:24 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/20/2020 12:04:31 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/21/2020 12:02:23 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/21/2020 12:02:31 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/22/2020 12:04:00 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/22/2020 12:04:20 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
MSISDN,,Call Date,,,,Description,,,,,Rate,,,,Quantity,,,Amount,,,,,
PO Number,,,,,,,,,,,,,,,,,,,,,,,
000000000137,,12/23/2020 12:10:01 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,
,,12/23/2020 12:10:14 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,
,,12/25/2020 12:02:36 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/25/2020 12:02:56 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/25/2020 12:15:02 AM,,,,SBD Usage,,,,,$1.05,,,,26.00,,,$0.03,,,,,
,,12/26/2020 12:15:22 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/26/2020 12:15:35 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/27/2020 12:02:29 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/27/2020 12:02:34 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/28/2020 12:10:21 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/28/2020 12:16:53 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/29/2020 12:08:47 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/29/2020 12:08:54 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/30/2020 12:02:42 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/30/2020 12:21:35 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/31/2020 12:02:36 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,12/31/2020 12:03:11 AM,,,,SBD Usage,,,,,$1.05,,,,147.00,,,$0.15,,,,,
,,Total for 000000000137,,,,,,,,,,,,,,,,$6.72,,,,,
000000000142,,12/23/2020 5:18:53 PM,,,,SBD Usage,,,,,$1.05,,,,296.00,,,$0.31,,,,,
1305M319FNRMA02,,12/23/2020 6:19:02 PM,,,,SBD Usage,,,,,$1.05,,,,329.00,,,$0.35,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,
,,12/24/2020 2:53:38 AM,,,,SBD Usage,,,,,$1.05,,,,308.00,,,$0.32,,,,,
,,12/24/2020 2:53:51 AM,,,,SBD Usage,,,,,$1.05,,,,334.00,,,$0.35,,,,,
,,12/24/2020 2:54:03 AM,,,,SBD Usage,,,,,$1.05,,,,322.00,,,$0.34,,,,,
,,12/24/2020 2:54:13 AM,,,,SBD Usage,,,,,$1.05,,,,238.00,,,$0.25,,,,,
,,12/24/2020 2:54:21 AM,,,,SBD Usage,,,,,$1.05,,,,239.00,,,$0.25,,,,,
