21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/23/2021 6:14:44 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,4.67,,,$3.50,,,,,
,,Total for 881621466282,,,,,,,,,,,,,,,,,$10.25,,,,,
881621466286,,5/7/2021 7:36:32 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,,
,,5/7/2021 7:37:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,4.67,,,$3.50,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/17/2021 6:39:22 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,5.33,,,$4.00,,,,,
,,5/27/2021 7:36:13 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,7.33,,,$5.50,,,,,
,,Total for 881621466286,,,,,,,,,,,,,,,,,$14.00,,,,,
881621466287,,5/8/2021 7:40:45 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,6.67,,,$5.00,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,,
,,5/18/2021 7:19:56 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,5.67,,,$4.25,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/28/2021 8:03:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,5.67,,,$4.25,,,,,
,,Total for 881621466287,,,,,,,,,,,,,,,,,$13.50,,,,,
881621466324,,5/1/2021 12:21:13 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,,
,,5/2/2021 12:21:13 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/3/2021 12:21:13 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/4/2021 12:20:08 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/5/2021 12:21:13 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/6/2021 12:21:13 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/7/2021 12:20:08 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/7/2021 12:23:27 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/8/2021 12:21:12 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/9/2021 12:20:11 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/10/2021 12:20:07 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.33,,,$0.25,,,,,
,,5/10/2021 12:22:08 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/10/2021 12:25:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/11/2021 12:20:09 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/12/2021 12:20:07 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/13/2021 12:21:12 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/13/2021 12:23:23 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/14/2021 12:21:17 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/15/2021 12:21:12 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/16/2021 12:21:13 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/17/2021 12:21:14 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/18/2021 12:21:19 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/19/2021 12:21:16 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/20/2021 12:21:19 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/21/2021 12:21:11 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/22/2021 12:21:12 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
MSISDN,,Call Date,,,,Description,,,,,,Rate,,,,Quantity,,,Amount,,,,,
PO Number,,,,,,,,,,,,,,,,,,,,,,,,
881621466324,,5/23/2021 12:21:12 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,,
,,5/24/2021 12:20:06 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/25/2021 12:20:06 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/26/2021 12:21:17 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/27/2021 12:20:06 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/28/2021 12:20:05 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/29/2021 12:21:12 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/30/2021 12:20:09 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/31/2021 12:20:10 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,Total for 881621466324,,,,,,,,,,,,,,,,,$25.50,,,,,
881621466412,,5/1/2021 3:20:34 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.33,,,$1.75,,,,,
1305M319FNRMA02,,5/2/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/3/2021 3:20:28 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/4/2021 3:22:17 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,5.67,,,$4.25,,,,,
,,5/4/2021 3:29:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 3:20:38 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.67,,,$1.25,,,,,
,,5/5/2021 3:23:02 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.67,,,$2.00,,,,,
,,5/6/2021 3:20:29 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/7/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/8/2021 3:20:33 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/9/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/10/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/11/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/12/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/13/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.33,,,$1.75,,,,,
,,5/14/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/15/2021 3:20:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/16/2021 3:20:40 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/17/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/18/2021 3:20:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/19/2021 3:21:30 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/20/2021 3:20:26 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/21/2021 3:20:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/22/2021 3:20:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.67,,,$2.00,,,,,
,,5/23/2021 3:20:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/24/2021 3:21:30 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/25/2021 3:20:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/26/2021 3:21:35 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/27/2021 3:21:30 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/28/2021 3:20:24 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/29/2021 3:20:25 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/30/2021 3:20:34 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/31/2021 3:20:24 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,Total for 881621466412,,,,,,,,,,,,,,,,,$39.50,,,,,
881621466529,,5/1/2021 12:20:03 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.33,,,$0.25,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,,
,,5/1/2021 12:21:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/1/2021 12:25:29 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 12:20:03 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 12:23:44 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 12:20:03 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 12:23:41 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
MSISDN,,Call Date,,,,Description,,,,,,Rate,,,,Quantity,,,Amount,,,,,
PO Number,,,,,,,,,,,,,,,,,,,,,,,,
881621466529,,5/3/2021 12:27:29 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,,
,,5/4/2021 12:20:02 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/5/2021 12:20:02 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 12:23:44 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 12:27:31 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.33,,,$0.25,,,,,
,,Total for 881621466529,,,,,,,,,,,,,,,,,$5.50,,,,,
881621466530,,5/1/2021 3:21:21 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
1305M319FNRMA02,,5/2/2021 3:21:41 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,Total for 881621466530,,,,,,,,,,,,,,,,,$1.50,,,,,
881621466635,,5/1/2021 1:17:11 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,,
,,5/1/2021 7:16:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/1/2021 1:17:12 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.33,,,$0.25,,,,,
,,5/1/2021 1:18:58 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/1/2021 7:16:52 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 1:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 7:16:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 1:16:53 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/2/2021 7:16:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 1:17:03 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 7:16:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 1:16:44 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/3/2021 7:16:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 1:18:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 7:17:12 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 1:16:54 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/4/2021 1:19:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/4/2021 7:16:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/4/2021 7:20:53 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 1:16:45 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 7:16:46 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/5/2021 7:16:51 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/6/2021 1:16:51 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/6/2021 7:16:51 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/6/2021 1:16:51 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/6/2021 7:16:46 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/7/2021 1:18:40 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/7/2021 7:17:15 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/7/2021 1:19:08 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/7/2021 7:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/8/2021 1:16:47 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/8/2021 7:16:57 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/8/2021 1:17:04 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/8/2021 7:16:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/9/2021 1:16:48 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/9/2021 7:17:02 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/9/2021 1:17:03 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/9/2021 7:16:53 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/10/2021 1:20:30 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/10/2021 7:18:49 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/10/2021 1:19:14 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/10/2021 7:20:22 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
MSISDN,,Call Date,,,,Description,,,,,,Rate,,,,Quantity,,,Amount,,,,,
PO Number,,,,,,,,,,,,,,,,,,,,,,,,
881621466635,,5/11/2021 1:16:50 AM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
"1305M319FNRMA02
21 P20001",,,,,,,,,,,,,,,,,,,,,,,,
,,Total for 881621466635,,,,,,,,,,,,,,,,,$22.25,,,,,
881621466771,,5/1/2021 6:20:02 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.67,,,$2.00,,,,,
1305M319FNRMA02,,,,,,,,,,,,,,,,,,,,,,,,
21 P20001,,,,,,,,,,,,,,,,,,,,,,,,
,,5/2/2021 6:19:55 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/2/2021 6:23:56 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/3/2021 6:23:27 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/4/2021 6:19:57 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/4/2021 6:22:17 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,3.00,,,$2.25,,,,,
,,5/5/2021 6:23:03 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,3.00,,,$2.25,,,,,
,,5/6/2021 6:19:54 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,5.67,,,$4.25,,,,,
,,5/6/2021 6:27:03 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.67,,,$2.00,,,,,
,,5/7/2021 6:19:58 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,6.00,,,$4.50,,,,,
,,5/7/2021 6:27:30 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/7/2021 6:29:42 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.67,,,$2.00,,,,,
,,5/8/2021 6:19:51 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/9/2021 6:19:52 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.67,,,$0.50,,,,,
,,5/9/2021 6:22:03 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/10/2021 6:19:52 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.33,,,$1.75,,,,,
,,5/11/2021 6:19:52 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/12/2021 6:19:51 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/13/2021 6:19:51 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/14/2021 6:19:52 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/15/2021 6:19:52 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/16/2021 6:19:55 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/17/2021 6:20:03 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,0.33,,,$0.25,,,,,
,,5/17/2021 6:21:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/18/2021 6:19:51 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/19/2021 6:22:29 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/20/2021 6:19:49 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/21/2021 6:19:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/22/2021 6:19:52 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/22/2021 6:24:01 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/23/2021 6:19:50 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/24/2021 6:21:45 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/25/2021 6:19:58 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/26/2021 6:19:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,3.00,,,$2.25,,,,,
,,5/26/2021 6:25:59 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.00,,,$0.75,,,,,
,,5/27/2021 6:22:25 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.33,,,$1.75,,,,,
,,5/27/2021 6:26:10 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/27/2021 6:31:26 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.33,,,$1.75,,,,,
,,5/28/2021 6:19:53 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/28/2021 6:22:01 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/29/2021 6:19:51 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,2.33,,,$1.75,,,,,
,,5/29/2021 6:23:33 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/30/2021 6:19:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
,,5/31/2021 6:19:48 PM,,,,Iridium RUDICS   Circuit Switched Data Call,,,,,,$0.75,,,,1.33,,,$1.00,,,,,
